C:\Users\user\AppData\Roaming\Python\Python313\site-packages\torchvision\models\_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
C:\Users\user\AppData\Roaming\Python\Python313\site-packages\torchvision\models\_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=VGG19_Weights.IMAGENET1K_V1`. You can also use `weights=VGG19_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
Using VGG19 in the optimization procedure.
L-BFGS | iteration: 000, total loss=362294200953208832.0000, content_loss=      0.0000, style loss=362294208000000000.0000, tv loss=3572966.0000
L-BFGS | iteration: 201, total loss=402848101695488.0000, content_loss=6962878906.2500, style loss=402841087500000.0000, tv loss=49572356.0000
L-BFGS | iteration: 202, total loss=400812622741504.0000, content_loss=6967792187.5000, style loss=400805625000000.0000, tv loss=49550024.0000
L-BFGS | iteration: 203, total loss=398108403957760.0000, content_loss=6972082812.5000, style loss=398101387500000.0000, tv loss=49583340.0000
L-BFGS | iteration: 204, total loss=393694922407936.0000, content_loss=6978127343.7500, style loss=393687900000000.0000, tv loss=49622404.0000
L-BFGS | iteration: 205, total loss=387996440330240.0000, content_loss=6977561718.7500, style loss=387989437500000.0000, tv loss=49709080.0000
L-BFGS | iteration: 206, total loss=381683475939328.0000, content_loss=6984670312.5000, style loss=381676462500000.0000, tv loss=49763624.0000
L-BFGS | iteration: 207, total loss=383218826084352.0000, content_loss=6975500000.0000, style loss=383211825000000.0000, tv loss=49830736.0000
L-BFGS | iteration: 208, total loss=380368007987200.0000, content_loss=6981117968.7500, style loss=380361000000000.0000, tv loss=49792760.0000
L-BFGS | iteration: 209, total loss=378521339822080.0000, content_loss=6980025781.2500, style loss=378514312500000.0000, tv loss=49783608.0000
L-BFGS | iteration: 210, total loss=374371898097664.0000, content_loss=6983734375.0000, style loss=374364900000000.0000, tv loss=49836596.0000
L-BFGS | iteration: 211, total loss=370529210990592.0000, content_loss=6982785937.5000, style loss=370522200000000.0000, tv loss=49850816.0000
L-BFGS | iteration: 212, total loss=368199325450240.0000, content_loss=6981082812.5000, style loss=368192325000000.0000, tv loss=49919920.0000
L-BFGS | iteration: 213, total loss=364777712910336.0000, content_loss=6991558593.7500, style loss=364770712500000.0000, tv loss=49958192.0000
L-BFGS | iteration: 214, total loss=362196068466688.0000, content_loss=6994000781.2500, style loss=362189062500000.0000, tv loss=49969240.0000
L-BFGS | iteration: 215, total loss=359462690881536.0000, content_loss=6997565625.0000, style loss=359455650000000.0000, tv loss=50024324.0000
L-BFGS | iteration: 216, total loss=355711406047232.0000, content_loss=7008718750.0000, style loss=355704375000000.0000, tv loss=50019368.0000
L-BFGS | iteration: 217, total loss=354203201437696.0000, content_loss=7006750781.2500, style loss=354196162500000.0000, tv loss=50069504.0000
L-BFGS | iteration: 218, total loss=352033236320256.0000, content_loss=7003773437.5000, style loss=352026187500000.0000, tv loss=50115088.0000
L-BFGS | iteration: 219, total loss=348621421674496.0000, content_loss=7004966406.2500, style loss=348614362500000.0000, tv loss=50150920.0000
L-BFGS | iteration: 220, total loss=345492672217088.0000, content_loss=7006599218.7500, style loss=345485625000000.0000, tv loss=50177492.0000
L-BFGS | iteration: 221, total loss=343736064147456.0000, content_loss=7005817187.5000, style loss=343729012500000.0000, tv loss=50218312.0000
L-BFGS | iteration: 222, total loss=341467381891072.0000, content_loss=7011251562.5000, style loss=341460337500000.0000, tv loss=50200904.0000
L-BFGS | iteration: 223, total loss=339059616514048.0000, content_loss=7013868750.0000, style loss=339052575000000.0000, tv loss=50230184.0000
L-BFGS | iteration: 224, total loss=334060106809344.0000, content_loss=7014878906.2500, style loss=334053075000000.0000, tv loss=50293288.0000
L-BFGS | iteration: 225, total loss=330074242940928.0000, content_loss=7024056250.0000, style loss=330067162500000.0000, tv loss=50348168.0000
L-BFGS | iteration: 226, total loss=331935440175104.0000, content_loss=7019837500.0000, style loss=331928362500000.0000, tv loss=50427892.0000
L-BFGS | iteration: 227, total loss=328918863183872.0000, content_loss=7022910156.2500, style loss=328911787500000.0000, tv loss=50381648.0000
L-BFGS | iteration: 228, total loss=327139370991616.0000, content_loss=7024776562.5000, style loss=327132300000000.0000, tv loss=50377236.0000
L-BFGS | iteration: 229, total loss=323286818881536.0000, content_loss=7024499218.7500, style loss=323279737500000.0000, tv loss=50435840.0000
L-BFGS | iteration: 230, total loss=319696830201856.0000, content_loss=7035908593.7500, style loss=319689712500000.0000, tv loss=50476616.0000
L-BFGS | iteration: 231, total loss=319077448941568.0000, content_loss=7030374218.7500, style loss=319070325000000.0000, tv loss=50568292.0000
L-BFGS | iteration: 232, total loss=318132925235200.0000, content_loss=7033147656.2500, style loss=318125812500000.0000, tv loss=50531360.0000
L-BFGS | iteration: 233, total loss=315725797392384.0000, content_loss=7029888281.2500, style loss=315718687500000.0000, tv loss=50554776.0000
L-BFGS | iteration: 234, total loss=313848963792896.0000, content_loss=7032067968.7500, style loss=313841850000000.0000, tv loss=50573436.0000
L-BFGS | iteration: 235, total loss=310454261907456.0000, content_loss=7029522656.2500, style loss=310447181250000.0000, tv loss=50625520.0000
L-BFGS | iteration: 236, total loss=307745110622208.0000, content_loss=7036291406.2500, style loss=307737993750000.0000, tv loss=50636864.0000
L-BFGS | iteration: 237, total loss=306993961107456.0000, content_loss=7032940625.0000, style loss=306986831250000.0000, tv loss=50702288.0000
L-BFGS | iteration: 238, total loss=305381066670080.0000, content_loss=7036363281.2500, style loss=305373937500000.0000, tv loss=50676528.0000
L-BFGS | iteration: 239, total loss=304350811389952.0000, content_loss=7037938281.2500, style loss=304343700000000.0000, tv loss=50678624.0000
L-BFGS | iteration: 240, total loss=300566878093312.0000, content_loss=7039707031.2500, style loss=300559781250000.0000, tv loss=50736136.0000
L-BFGS | iteration: 241, total loss=297521578508288.0000, content_loss=7041267968.7500, style loss=297514481250000.0000, tv loss=50764024.0000
L-BFGS | iteration: 242, total loss=295013653151744.0000, content_loss=7040866406.2500, style loss=295006556250000.0000, tv loss=50818924.0000
L-BFGS | iteration: 243, total loss=291827223625728.0000, content_loss=7047092187.5000, style loss=291820106250000.0000, tv loss=50853528.0000
L-BFGS | iteration: 244, total loss=290297141526528.0000, content_loss=7048615625.0000, style loss=290290031250000.0000, tv loss=50888360.0000
L-BFGS | iteration: 245, total loss=286438214074368.0000, content_loss=7060728125.0000, style loss=286431093750000.0000, tv loss=50944336.0000
L-BFGS | iteration: 246, total loss=288096843202560.0000, content_loss=7049034375.0000, style loss=288089737500000.0000, tv loss=51076544.0000
L-BFGS | iteration: 247, total loss=284955577942016.0000, content_loss=7056184375.0000, style loss=284948456250000.0000, tv loss=51002884.0000
L-BFGS | iteration: 248, total loss=282799034597376.0000, content_loss=7052778125.0000, style loss=282791906250000.0000, tv loss=51090864.0000
L-BFGS | iteration: 249, total loss=280525403062272.0000, content_loss=7057303125.0000, style loss=280518281250000.0000, tv loss=51063560.0000
L-BFGS | iteration: 250, total loss=279110261669888.0000, content_loss=7060799218.7500, style loss=279103143750000.0000, tv loss=51045560.0000
L-BFGS | iteration: 251, total loss=278128710647808.0000, content_loss=7061972656.2500, style loss=278121600000000.0000, tv loss=51101696.0000
L-BFGS | iteration: 252, total loss=276365895008256.0000, content_loss=7064128906.2500, style loss=276358781250000.0000, tv loss=51101704.0000
L-BFGS | iteration: 253, total loss=274498053996544.0000, content_loss=7064574218.7500, style loss=274490943750000.0000, tv loss=51135352.0000
L-BFGS | iteration: 254, total loss=271833462996992.0000, content_loss=7066939062.5000, style loss=271826343750000.0000, tv loss=51178944.0000
L-BFGS | iteration: 255, total loss=269210664042496.0000, content_loss=7065262500.0000, style loss=269203556250000.0000, tv loss=51236984.0000
L-BFGS | iteration: 256, total loss=268260587077632.0000, content_loss=7076958593.7500, style loss=268253456250000.0000, tv loss=51234076.0000
L-BFGS | iteration: 257, total loss=266333220503552.0000, content_loss=7075076562.5000, style loss=266326087500000.0000, tv loss=51274004.0000
L-BFGS | iteration: 258, total loss=265558884876288.0000, content_loss=7074330468.7500, style loss=265551750000000.0000, tv loss=51267128.0000
L-BFGS | iteration: 259, total loss=263724262752256.0000, content_loss=7070603125.0000, style loss=263717156250000.0000, tv loss=51294064.0000
L-BFGS | iteration: 260, total loss=261361409982464.0000, content_loss=7074396093.7500, style loss=261354281250000.0000, tv loss=51338520.0000
L-BFGS | iteration: 261, total loss=259066857259008.0000, content_loss=7068178125.0000, style loss=259059750000000.0000, tv loss=51411324.0000
L-BFGS | iteration: 262, total loss=256798862868480.0000, content_loss=7085062500.0000, style loss=256791731250000.0000, tv loss=51436268.0000
L-BFGS | iteration: 263, total loss=256744303362048.0000, content_loss=7089796875.0000, style loss=256737150000000.0000, tv loss=51508908.0000
L-BFGS | iteration: 264, total loss=255699636453376.0000, content_loss=7088583593.7500, style loss=255692493750000.0000, tv loss=51475780.0000
L-BFGS | iteration: 265, total loss=254643795918848.0000, content_loss=7088746875.0000, style loss=254636643750000.0000, tv loss=51476264.0000
L-BFGS | iteration: 266, total loss=253372150054912.0000, content_loss=7090775781.2500, style loss=253365000000000.0000, tv loss=51505132.0000
L-BFGS | iteration: 267, total loss=251348784250880.0000, content_loss=7090279687.5000, style loss=251341631250000.0000, tv loss=51528664.0000
L-BFGS | iteration: 268, total loss=249330283839488.0000, content_loss=7096167187.5000, style loss=249323137500000.0000, tv loss=51584216.0000
L-BFGS | iteration: 269, total loss=251196396797952.0000, content_loss=7092575000.0000, style loss=251189250000000.0000, tv loss=51675264.0000
L-BFGS | iteration: 270, total loss=248715935744000.0000, content_loss=7095241406.2500, style loss=248708793750000.0000, tv loss=51618400.0000
L-BFGS | iteration: 271, total loss=247702642229248.0000, content_loss=7095514843.7500, style loss=247695487500000.0000, tv loss=51609440.0000
L-BFGS | iteration: 272, total loss=246393432178688.0000, content_loss=7095599218.7500, style loss=246386287500000.0000, tv loss=51632648.0000
L-BFGS | iteration: 273, total loss=244271382790144.0000, content_loss=7094951562.5000, style loss=244264237500000.0000, tv loss=51658452.0000
L-BFGS | iteration: 274, total loss=241828032937984.0000, content_loss=7097094531.2500, style loss=241820887500000.0000, tv loss=51720616.0000
L-BFGS | iteration: 275, total loss=241032021147648.0000, content_loss=7091503125.0000, style loss=241024875000000.0000, tv loss=51777776.0000
L-BFGS | iteration: 276, total loss=239077727141888.0000, content_loss=7094276562.5000, style loss=239070581250000.0000, tv loss=51755904.0000
L-BFGS | iteration: 277, total loss=238154929930240.0000, content_loss=7098317187.5000, style loss=238147781250000.0000, tv loss=51790324.0000
L-BFGS | iteration: 278, total loss=237096606367744.0000, content_loss=7100638281.2500, style loss=237089456250000.0000, tv loss=51825312.0000
L-BFGS | iteration: 279, total loss=236188774432768.0000, content_loss=7106071093.7500, style loss=236181618750000.0000, tv loss=51840056.0000
L-BFGS | iteration: 280, total loss=235082853908480.0000, content_loss=7107458593.7500, style loss=235075687500000.0000, tv loss=51887052.0000
L-BFGS | iteration: 281, total loss=233565774151680.0000, content_loss=7110128125.0000, style loss=233558606250000.0000, tv loss=51884096.0000
L-BFGS | iteration: 282, total loss=232725621506048.0000, content_loss=7110927343.7500, style loss=232718456250000.0000, tv loss=51900448.0000
L-BFGS | iteration: 283, total loss=230764062965760.0000, content_loss=7114765625.0000, style loss=230756906250000.0000, tv loss=51940548.0000
L-BFGS | iteration: 284, total loss=229839118270464.0000, content_loss=7105643750.0000, style loss=229831950000000.0000, tv loss=52025656.0000
L-BFGS | iteration: 285, total loss=228818124013568.0000, content_loss=7116826562.5000, style loss=228810956250000.0000, tv loss=51995064.0000
L-BFGS | iteration: 286, total loss=227319096541184.0000, content_loss=7120184375.0000, style loss=227311931250000.0000, tv loss=52025980.0000
L-BFGS | iteration: 287, total loss=226847052791808.0000, content_loss=7116766406.2500, style loss=226839881250000.0000, tv loss=52036496.0000
L-BFGS | iteration: 288, total loss=226125330513920.0000, content_loss=7114025000.0000, style loss=226118175000000.0000, tv loss=52051900.0000
L-BFGS | iteration: 289, total loss=224956747087872.0000, content_loss=7114400000.0000, style loss=224949581250000.0000, tv loss=52076484.0000
L-BFGS | iteration: 290, total loss=222885012570112.0000, content_loss=7116399218.7500, style loss=222877856250000.0000, tv loss=52152896.0000
L-BFGS | iteration: 291, total loss=221831705395200.0000, content_loss=7119108593.7500, style loss=221824537500000.0000, tv loss=52151056.0000
L-BFGS | iteration: 292, total loss=220561653366784.0000, content_loss=7120235156.2500, style loss=220554487500000.0000, tv loss=52199796.0000
L-BFGS | iteration: 293, total loss=220023339614208.0000, content_loss=7122903125.0000, style loss=220016156250000.0000, tv loss=52205196.0000
L-BFGS | iteration: 294, total loss=218920388657152.0000, content_loss=7124096093.7500, style loss=218913206250000.0000, tv loss=52220664.0000
L-BFGS | iteration: 295, total loss=216469874933760.0000, content_loss=7130740625.0000, style loss=216462693750000.0000, tv loss=52287808.0000
L-BFGS | iteration: 296, total loss=214883924705280.0000, content_loss=7132236718.7500, style loss=214876743750000.0000, tv loss=52301960.0000
L-BFGS | iteration: 297, total loss=216808489484288.0000, content_loss=7121004687.5000, style loss=216801318750000.0000, tv loss=52398824.0000
L-BFGS | iteration: 298, total loss=214160893804544.0000, content_loss=7128445312.5000, style loss=214153706250000.0000, tv loss=52340856.0000
L-BFGS | iteration: 299, total loss=213502421630976.0000, content_loss=7129291406.2500, style loss=213495243750000.0000, tv loss=52353636.0000
L-BFGS | iteration: 300, total loss=212091206107136.0000, content_loss=7130698437.5000, style loss=212084025000000.0000, tv loss=52393492.0000
L-BFGS | iteration: 301, total loss=210313861398528.0000, content_loss=7133139062.5000, style loss=210306675000000.0000, tv loss=52436184.0000
L-BFGS | iteration: 302, total loss=210399727190016.0000, content_loss=7129441406.2500, style loss=210392550000000.0000, tv loss=52547344.0000
L-BFGS | iteration: 303, total loss=209276106702848.0000, content_loss=7131932031.2500, style loss=209268918750000.0000, tv loss=52495800.0000
L-BFGS | iteration: 304, total loss=207851603623936.0000, content_loss=7137363281.2500, style loss=207844425000000.0000, tv loss=52533928.0000
L-BFGS | iteration: 305, total loss=207058662064128.0000, content_loss=7138885156.2500, style loss=207051468750000.0000, tv loss=52530932.0000
L-BFGS | iteration: 306, total loss=206461409951744.0000, content_loss=7142178125.0000, style loss=206454206250000.0000, tv loss=52523600.0000
L-BFGS | iteration: 307, total loss=205669340807168.0000, content_loss=7142943750.0000, style loss=205662150000000.0000, tv loss=52573372.0000
L-BFGS | iteration: 308, total loss=204873295462400.0000, content_loss=7144368750.0000, style loss=204866100000000.0000, tv loss=52593076.0000
L-BFGS | iteration: 309, total loss=203794973458432.0000, content_loss=7147933593.7500, style loss=203787768750000.0000, tv loss=52622648.0000
L-BFGS | iteration: 310, total loss=203344672980992.0000, content_loss=7147965625.0000, style loss=203337468750000.0000, tv loss=52656536.0000
L-BFGS | iteration: 311, total loss=202534736101376.0000, content_loss=7148651562.5000, style loss=202527543750000.0000, tv loss=52663416.0000
L-BFGS | iteration: 312, total loss=201635527655424.0000, content_loss=7147225000.0000, style loss=201628331250000.0000, tv loss=52692520.0000
L-BFGS | iteration: 313, total loss=199893649981440.0000, content_loss=7148345312.5000, style loss=199886456250000.0000, tv loss=52720352.0000
L-BFGS | iteration: 314, total loss=200504760074240.0000, content_loss=7140762500.0000, style loss=200497556250000.0000, tv loss=52892392.0000
L-BFGS | iteration: 315, total loss=198939496153088.0000, content_loss=7145784375.0000, style loss=198932306250000.0000, tv loss=52799820.0000
L-BFGS | iteration: 316, total loss=197921739898880.0000, content_loss=7150501562.5000, style loss=197914537500000.0000, tv loss=52790624.0000
L-BFGS | iteration: 317, total loss=200469561475072.0000, content_loss=7145675781.2500, style loss=200462362500000.0000, tv loss=52841936.0000
L-BFGS | iteration: 318, total loss=197127187726336.0000, content_loss=7149842968.7500, style loss=197119987500000.0000, tv loss=52809872.0000
L-BFGS | iteration: 319, total loss=196659405389824.0000, content_loss=7152564843.7500, style loss=196652212500000.0000, tv loss=52818864.0000
L-BFGS | iteration: 320, total loss=195332092723200.0000, content_loss=7152600000.0000, style loss=195324900000000.0000, tv loss=52862680.0000
L-BFGS | iteration: 321, total loss=194202281443328.0000, content_loss=7156652343.7500, style loss=194195062500000.0000, tv loss=52891668.0000
L-BFGS | iteration: 322, total loss=193797279449088.0000, content_loss=7150677343.7500, style loss=193790081250000.0000, tv loss=52957608.0000
L-BFGS | iteration: 323, total loss=193555804979200.0000, content_loss=7153089062.5000, style loss=193548600000000.0000, tv loss=52934900.0000
L-BFGS | iteration: 324, total loss=192806232522752.0000, content_loss=7150150000.0000, style loss=192799031250000.0000, tv loss=52942232.0000
L-BFGS | iteration: 325, total loss=191418354106368.0000, content_loss=7150439843.7500, style loss=191411156250000.0000, tv loss=52978040.0000
L-BFGS | iteration: 326, total loss=189972963393536.0000, content_loss=7155558593.7500, style loss=189965756250000.0000, tv loss=53016936.0000
L-BFGS | iteration: 327, total loss=188440666701824.0000, content_loss=7160546093.7500, style loss=188433450000000.0000, tv loss=53140424.0000
L-BFGS | iteration: 328, total loss=188100693196800.0000, content_loss=7177189062.5000, style loss=188093456250000.0000, tv loss=53132128.0000
L-BFGS | iteration: 329, total loss=186944390692864.0000, content_loss=7174001562.5000, style loss=186937162500000.0000, tv loss=53169600.0000
L-BFGS | iteration: 330, total loss=186329858048000.0000, content_loss=7168433593.7500, style loss=186322650000000.0000, tv loss=53152068.0000
L-BFGS | iteration: 331, total loss=185693129146368.0000, content_loss=7168496093.7500, style loss=185685918750000.0000, tv loss=53163024.0000
L-BFGS | iteration: 332, total loss=184375480156160.0000, content_loss=7164839062.5000, style loss=184368262500000.0000, tv loss=53236648.0000
L-BFGS | iteration: 333, total loss=183523684122624.0000, content_loss=7168076562.5000, style loss=183516468750000.0000, tv loss=53222964.0000
L-BFGS | iteration: 334, total loss=183054626717696.0000, content_loss=7167978125.0000, style loss=183047418750000.0000, tv loss=53247532.0000
L-BFGS | iteration: 335, total loss=182462508433408.0000, content_loss=7166471875.0000, style loss=182455293750000.0000, tv loss=53287464.0000
L-BFGS | iteration: 336, total loss=181601820475392.0000, content_loss=7169894531.2500, style loss=181594612500000.0000, tv loss=53303432.0000
L-BFGS | iteration: 337, total loss=180764956164096.0000, content_loss=7171819531.2500, style loss=180757743750000.0000, tv loss=53330944.0000
L-BFGS | iteration: 338, total loss=179855647834112.0000, content_loss=7173750000.0000, style loss=179848425000000.0000, tv loss=53351512.0000
L-BFGS | iteration: 339, total loss=178767460827136.0000, content_loss=7177775781.2500, style loss=178760231250000.0000, tv loss=53404032.0000
L-BFGS | iteration: 340, total loss=177607031128064.0000, content_loss=7173485937.5000, style loss=177599793750000.0000, tv loss=53427624.0000
L-BFGS | iteration: 341, total loss=177400872697856.0000, content_loss=7173067187.5000, style loss=177393637500000.0000, tv loss=53497000.0000
L-BFGS | iteration: 342, total loss=177161461825536.0000, content_loss=7173483593.7500, style loss=177154237500000.0000, tv loss=53469768.0000
L-BFGS | iteration: 343, total loss=176652793413632.0000, content_loss=7179445312.5000, style loss=176645568750000.0000, tv loss=53497688.0000
L-BFGS | iteration: 344, total loss=176029435953152.0000, content_loss=7175411718.7500, style loss=176022206250000.0000, tv loss=53510648.0000
L-BFGS | iteration: 345, total loss=175512781586432.0000, content_loss=7173730468.7500, style loss=175505550000000.0000, tv loss=53510488.0000
L-BFGS | iteration: 346, total loss=174934806495232.0000, content_loss=7173778125.0000, style loss=174927581250000.0000, tv loss=53536908.0000
L-BFGS | iteration: 347, total loss=174296584421376.0000, content_loss=7178736718.7500, style loss=174289350000000.0000, tv loss=53547528.0000
L-BFGS | iteration: 348, total loss=173809508286464.0000, content_loss=7179322656.2500, style loss=173802281250000.0000, tv loss=53583744.0000
L-BFGS | iteration: 349, total loss=173259349819392.0000, content_loss=7181461718.7500, style loss=173252118750000.0000, tv loss=53596424.0000
L-BFGS | iteration: 350, total loss=172632704024576.0000, content_loss=7181898437.5000, style loss=172625475000000.0000, tv loss=53619892.0000
L-BFGS | iteration: 351, total loss=171631741763584.0000, content_loss=7181608593.7500, style loss=171624506250000.0000, tv loss=53661484.0000
L-BFGS | iteration: 352, total loss=170774711238656.0000, content_loss=7184185156.2500, style loss=170767481250000.0000, tv loss=53686184.0000
L-BFGS | iteration: 353, total loss=170697804480512.0000, content_loss=7183382812.5000, style loss=170690568750000.0000, tv loss=53738176.0000
L-BFGS | iteration: 354, total loss=170499783000064.0000, content_loss=7183890625.0000, style loss=170492550000000.0000, tv loss=53715904.0000
L-BFGS | iteration: 355, total loss=170117967118336.0000, content_loss=7186209375.0000, style loss=170110743750000.0000, tv loss=53719344.0000
L-BFGS | iteration: 356, total loss=169340024389632.0000, content_loss=7188246875.0000, style loss=169332787500000.0000, tv loss=53739544.0000
L-BFGS | iteration: 357, total loss=168269050806272.0000, content_loss=7193399218.7500, style loss=168261806250000.0000, tv loss=53763092.0000
L-BFGS | iteration: 358, total loss=167369909469184.0000, content_loss=7192692187.5000, style loss=167362668750000.0000, tv loss=53841224.0000
L-BFGS | iteration: 359, total loss=166876776759296.0000, content_loss=7195119531.2500, style loss=166869525000000.0000, tv loss=53828656.0000
L-BFGS | iteration: 360, total loss=166396679946240.0000, content_loss=7193585937.5000, style loss=166389431250000.0000, tv loss=53851252.0000
L-BFGS | iteration: 361, total loss=166119033798656.0000, content_loss=7193453125.0000, style loss=166111781250000.0000, tv loss=53861768.0000
L-BFGS | iteration: 362, total loss=165187076227072.0000, content_loss=7194563281.2500, style loss=165179831250000.0000, tv loss=53895944.0000
L-BFGS | iteration: 363, total loss=164290115928064.0000, content_loss=7193123437.5000, style loss=164282868750000.0000, tv loss=53930464.0000
L-BFGS | iteration: 364, total loss=163436893831168.0000, content_loss=7196631250.0000, style loss=163429650000000.0000, tv loss=53985112.0000
L-BFGS | iteration: 365, total loss=162751695552512.0000, content_loss=7202903125.0000, style loss=162744450000000.0000, tv loss=53977840.0000
L-BFGS | iteration: 366, total loss=162351609282560.0000, content_loss=7200310937.5000, style loss=162344362500000.0000, tv loss=54013608.0000
L-BFGS | iteration: 367, total loss=161998297890816.0000, content_loss=7199166406.2500, style loss=161991056250000.0000, tv loss=54021708.0000
L-BFGS | iteration: 368, total loss=161609066479616.0000, content_loss=7200609375.0000, style loss=161601825000000.0000, tv loss=54035552.0000
L-BFGS | iteration: 369, total loss=160754317656064.0000, content_loss=7205997656.2500, style loss=160747050000000.0000, tv loss=54084500.0000
L-BFGS | iteration: 370, total loss=160142704246784.0000, content_loss=7209395312.5000, style loss=160135443750000.0000, tv loss=54090532.0000
L-BFGS | iteration: 371, total loss=159789023756288.0000, content_loss=7209891406.2500, style loss=159781762500000.0000, tv loss=54131812.0000
L-BFGS | iteration: 372, total loss=159393819656192.0000, content_loss=7210261718.7500, style loss=159386550000000.0000, tv loss=54138028.0000
L-BFGS | iteration: 373, total loss=158872534777856.0000, content_loss=7209467968.7500, style loss=158865262500000.0000, tv loss=54159072.0000
L-BFGS | iteration: 374, total loss=157784414879744.0000, content_loss=7209500000.0000, style loss=157777143750000.0000, tv loss=54202196.0000
L-BFGS | iteration: 375, total loss=157465597444096.0000, content_loss=7203110156.2500, style loss=157458356250000.0000, tv loss=54254408.0000
L-BFGS | iteration: 376, total loss=157128526397440.0000, content_loss=7206060937.5000, style loss=157121268750000.0000, tv loss=54234216.0000
L-BFGS | iteration: 377, total loss=156742247776256.0000, content_loss=7205515625.0000, style loss=156735000000000.0000, tv loss=54221680.0000
L-BFGS | iteration: 378, total loss=156310117023744.0000, content_loss=7204894531.2500, style loss=156302868750000.0000, tv loss=54267000.0000
L-BFGS | iteration: 379, total loss=156065471660032.0000, content_loss=7208012500.0000, style loss=156058200000000.0000, tv loss=54269324.0000
L-BFGS | iteration: 380, total loss=155792086925312.0000, content_loss=7209456250.0000, style loss=155784815625000.0000, tv loss=54276696.0000
L-BFGS | iteration: 381, total loss=155072696680448.0000, content_loss=7212281250.0000, style loss=155065425000000.0000, tv loss=54344536.0000
L-BFGS | iteration: 382, total loss=154552619761664.0000, content_loss=7215871093.7500, style loss=154545346875000.0000, tv loss=54324060.0000
L-BFGS | iteration: 383, total loss=154267071545344.0000, content_loss=7216082031.2500, style loss=154259803125000.0000, tv loss=54339880.0000
L-BFGS | iteration: 384, total loss=153870894366720.0000, content_loss=7214067968.7500, style loss=153863625000000.0000, tv loss=54395296.0000
L-BFGS | iteration: 385, total loss=153411416752128.0000, content_loss=7215232812.5000, style loss=153404146875000.0000, tv loss=54383932.0000
L-BFGS | iteration: 386, total loss=153126355075072.0000, content_loss=7215307812.5000, style loss=153119090625000.0000, tv loss=54389016.0000
L-BFGS | iteration: 387, total loss=152487344472064.0000, content_loss=7215042187.5000, style loss=152480071875000.0000, tv loss=54424212.0000
L-BFGS | iteration: 388, total loss=152078919925760.0000, content_loss=7216878125.0000, style loss=152071650000000.0000, tv loss=54427304.0000
L-BFGS | iteration: 389, total loss=151797113028608.0000, content_loss=7217326562.5000, style loss=151789846875000.0000, tv loss=54452036.0000
L-BFGS | iteration: 390, total loss=151055123873792.0000, content_loss=7219472656.2500, style loss=151047853125000.0000, tv loss=54479912.0000
L-BFGS | iteration: 391, total loss=150475135516672.0000, content_loss=7216002343.7500, style loss=150467878125000.0000, tv loss=54567720.0000
L-BFGS | iteration: 392, total loss=149987505733632.0000, content_loss=7222627343.7500, style loss=149980228125000.0000, tv loss=54547968.0000
L-BFGS | iteration: 393, total loss=149533161947136.0000, content_loss=7223769531.2500, style loss=149525878125000.0000, tv loss=54556888.0000
L-BFGS | iteration: 394, total loss=149354484596736.0000, content_loss=7222694531.2500, style loss=149347200000000.0000, tv loss=54571076.0000
L-BFGS | iteration: 395, total loss=148997616435200.0000, content_loss=7221484375.0000, style loss=148990350000000.0000, tv loss=54597512.0000
L-BFGS | iteration: 396, total loss=148559680765952.0000, content_loss=7221735937.5000, style loss=148552415625000.0000, tv loss=54618376.0000
L-BFGS | iteration: 397, total loss=147780379082752.0000, content_loss=7223267968.7500, style loss=147773100000000.0000, tv loss=54662008.0000
L-BFGS | iteration: 398, total loss=147306724720640.0000, content_loss=7226207031.2500, style loss=147299446875000.0000, tv loss=54673488.0000
L-BFGS | iteration: 399, total loss=146962070372352.0000, content_loss=7226188281.2500, style loss=146954793750000.0000, tv loss=54714244.0000
L-BFGS | iteration: 400, total loss=146737742217216.0000, content_loss=7227656250.0000, style loss=146730468750000.0000, tv loss=54696560.0000
L-BFGS | iteration: 401, total loss=146462864310272.0000, content_loss=7229381250.0000, style loss=146455575000000.0000, tv loss=54699924.0000
L-BFGS | iteration: 402, total loss=145640310964224.0000, content_loss=7234264062.5000, style loss=145633021875000.0000, tv loss=54756648.0000
L-BFGS | iteration: 403, total loss=145107433029632.0000, content_loss=7234891406.2500, style loss=145100146875000.0000, tv loss=54761728.0000
L-BFGS | iteration: 404, total loss=144718990147584.0000, content_loss=7237548437.5000, style loss=144711703125000.0000, tv loss=54789932.0000
L-BFGS | iteration: 405, total loss=144515046309888.0000, content_loss=7237383593.7500, style loss=144507768750000.0000, tv loss=54843384.0000
L-BFGS | iteration: 406, total loss=144035620585472.0000, content_loss=7238379687.5000, style loss=144028340625000.0000, tv loss=54825808.0000
L-BFGS | iteration: 407, total loss=143846994345984.0000, content_loss=7238288281.2500, style loss=143839715625000.0000, tv loss=54837224.0000
L-BFGS | iteration: 408, total loss=143404377833472.0000, content_loss=7237778125.0000, style loss=143397103125000.0000, tv loss=54871940.0000
L-BFGS | iteration: 409, total loss=143160537776128.0000, content_loss=7238007031.2500, style loss=143153250000000.0000, tv loss=54873296.0000
